nichei,fiti,nichef,fitf,mu1,mu2,k1,w,h2,theta,sigma,ext.time,f.ext
153,0.410536045326947,7.12878589784294,0.992029093754191,-0.400405792403445,-0.9045822,1.2061096,0.223478024458045,1,0.4,1.507637,1,8,0.001
154,0.312600355146573,1.3071707516055,0.996967480517361,-0.392090195567012,-0.9045822,1.507637,0.223478024458045,1,0.4,1.507637,1,10,0.001
155,0.84914691109614,0.853666096330404,0.999529003005631,-0.387663291105411,-0.6030548,-1.507637,0.223478024458045,1,0.4,1.507637,1,10,0.001
156,0.929901132416498,4.655553087852,0.999751612423528,-0.387410621064399,-0.6030548,-1.2061096,0.223478024458045,1,0.4,1.507637,1,10,0.001
157,0.981994696007202,-1.88949741073591,0.999794256275417,-0.388363266747382,-0.6030548,-0.9045822,0.223478024458045,1,0.4,1.507637,1,8,0.001
158,0.999999840095998,-0.942775997938066,0.999999824203554,-0.388407202029521,-0.6030548,-0.6030548,0.223478024458045,1,0.4,1.507637,1,8,0.001
159,0.981994696007202,-0.724863020875733,0.99975560694907,-0.389134647572917,-0.6030548,-0.3015274,0.223478024458045,1,0.4,1.507637,1,8,0.001
160,0.929901132416498,-0.673009913931283,0.999028963833987,-0.390474931079696,-0.6030548,0,0.223478024458045,1,0.4,1.507637,1,8,0.001
161,0.84914691109614,-0.724863020875733,0.997909362879127,-0.39215455355332,-0.6030548,0.3015274,0.223478024458045,1,0.4,1.507637,1,8,0.001
162,0.747734320087369,-0.942775997938067,0.996571102956438,-0.393800205300977,-0.6030548,0.6030548,0.223478024458045,1,0.4,1.507637,1,8,0.001
163,0.634936389751631,-1.88949741073591,0.995206648389319,-0.395095475339308,-0.6030548,0.9045822,0.223478024458045,1,0.4,1.507637,1,8,0.001
164,0.51991403924883,4.655553087852,0.997940051769428,-0.390479981227595,-0.6030548,1.2061096,0.223478024458045,1,0.4,1.507637,1,10,0.001
165,0.410536045326947,0.853666096330405,0.997628944846399,-0.390536356297185,-0.6030548,1.507637,0.223478024458045,1,0.4,1.507637,1,10,0.001
166,0.747734320087369,0.581563303165345,0.999176260502622,-0.387894799688022,-0.3015274,-1.507637,0.223478024458045,1,0.4,1.507637,1,10,0.001
167,0.84914691109614,3.17161340185743,0.99944840046057,-0.387590901825304,-0.3015274,-1.2061096,0.223478024458045,1,0.4,1.507637,1,10,0.001
168,0.929901132416498,-1.2872273600106,0.999178333541462,-0.3880294744819,-0.3015274,-0.9045822,0.223478024458045,1,0.4,1.507637,1,8,0.001
169,0.981994696007202,-0.642269765500511,0.999774007445055,-0.387430778517553,-0.3015274,-0.6030548,0.223478024458045,1,0.4,1.507637,1,8,0.001
170,0.999999840095998,-0.493815713866353,0.999999836031669,-0.387339679191678,-0.3015274,-0.3015274,0.223478024458045,1,0.4,1.507637,1,8,0.001
171,0.981994696007202,-0.458490585829021,0.999753622794763,-0.387860297223005,-0.3015274,0,0.223478024458045,1,0.4,1.507637,1,8,0.001
172,0.929901132416498,-0.493815713866353,0.999050563933166,-0.388902844941458,-0.3015274,0.3015274,0.223478024458045,1,0.4,1.507637,1,8,0.001
173,0.84914691109614,-0.642269765500511,0.998018851418418,-0.390203386311613,-0.3015274,0.6030548,0.223478024458045,1,0.4,1.507637,1,8,0.001
174,0.747734320087369,-1.2872273600106,0.99684318604472,-0.391458365172531,-0.3015274,0.9045822,0.223478024458045,1,0.4,1.507637,1,8,0.001
175,0.634936389751631,3.17161340185743,0.998532851748706,-0.389134367496521,-0.3015274,1.2061096,0.223478024458045,1,0.4,1.507637,1,10,0.001
176,0.51991403924883,0.581563303165345,0.998220563333054,-0.389325600080544,-0.3015274,1.507637,0.223478024458045,1,0.4,1.507637,1,10,0.001
177,0.634936389751631,0.490862372110325,0.998738008414828,-0.388448868942594,0,-1.507637,0.223478024458045,1,0.4,1.507637,1,10,0.001
178,0.747734320087369,2.67696683985924,0.999038740144794,-0.388170306861935,0,-1.2061096,0.223478024458045,1,0.4,1.507637,1,10,0.001
179,0.84914691109614,-1.0864706764355,0.999374540963202,-0.387803801414028,0,-0.9045822,0.223478024458045,1,0.4,1.507637,1,10,0.001
180,0.929901132416498,-0.54210102135466,0.999102202061408,-0.388056185918801,0,-0.6030548,0.223478024458045,1,0.4,1.507637,1,8,0.001
181,0.981994696007202,-0.416799944863226,0.99975997547397,-0.387277432888697,0,-0.3015274,0.223478024458045,1,0.4,1.507637,1,8,0.001
182,0.999999840095998,-0.386984143128268,0.999999840095998,-0.386984143128268,0,0,0.223478024458045,1,0.4,1.507637,1,8,0.001
183,0.981994696007202,-0.416799944863226,0.99975997547397,-0.387277432888697,0,0.3015274,0.223478024458045,1,0.4,1.507637,1,8,0.001
184,0.929901132416498,-0.54210102135466,0.999102202061408,-0.388056185918801,0,0.6030548,0.223478024458045,1,0.4,1.507637,1,8,0.001
185,0.84914691109614,-1.0864706764355,0.999374540963202,-0.387803801414028,0,0.9045822,0.223478024458045,1,0.4,1.507637,1,10,0.001
186,0.747734320087369,2.67696683985924,0.999038740144794,-0.388170306861935,0,1.2061096,0.223478024458045,1,0.4,1.507637,1,10,0.001
187,0.634936389751631,0.490862372110325,0.998738008414828,-0.388448868942594,0,1.507637,0.223478024458045,1,0.4,1.507637,1,10,0.001
188,0.51991403924883,0.581563303165345,0.998220563333054,-0.389325600080544,0.3015274,-1.507637,0.223478024458045,1,0.4,1.507637,1,10,0.001
189,0.634936389751631,3.17161340185743,0.998532851748706,-0.389134367496521,0.3015274,-1.2061096,0.223478024458045,1,0.4,1.507637,1,10,0.001
190,0.747734320087369,-1.2872273600106,0.99684318604472,-0.391458365172531,0.3015274,-0.9045822,0.223478024458045,1,0.4,1.507637,1,8,0.001
